Index,Extraction,Mouse,Strain,Diet,Sex,Acetatic acid,Propynoate,Propenoic acid C3:1,C3:0 (Propionic acid),Glycine,Glycolate,Pyruvate,C4:0 (Butyric acid),Alanine,Lactate,Oxobutanoic acid,Aminobutanoic acid (ABA),Hydroxybutanoic acid,Serine,D-Glyceric acid,Catechol,N-Acetylimidazole,Uracil,Pyrroline carboxylic acid,Proline,Fumarate,Ketovaline,Aspartate semialdehyde,Valine; Betaine,Succinate,Threonine,Mercaptopyruvic acid,Phenylacetaldehyde,3-Mercaptolactate,Benzoate,Nicotinamide,Nicotinate,Taurine,5-Amino-4-imidazolecarboxyamide,Oxoproline,Itaconate,4-Methyl-2-oxopentanoate,5-Aminolevulinic acid,Creatine,(Iso)Leucine,Ornithine,Aspartate,Malate,Deoxyribose,Hypoxanthine,Phenyl acetate,Anthranilate,Isoniazid,Phenyl acetate,Carbamoyl phosphate,Cycloheptanecarboxylic acid,Octanoic acid,4-Acetamidobutanoate,Oxoglutarate,Glutamine,"Indole-5,6-quinone",Glutamate,Hydroxyglutarate,Methionine,Pentose,4-Coumaryl alcohol,Perillyl aldehyde,Oxidized dithiothreitol,Xanthine,N1-Methyl-2-pyridone-5-carboxamide,3-Sulfinoalanine,Gentisic acid,Histidine,Phosphoglycolic acid,Indoleacetaldehyde,Oxoadipate,Propylhydroxypentanoic acid,"4,6-Dihydroxyquinoline",Aminoadipate,Deoxyhexose,Phenylalanine,Methylxanthine,Urate,Glycerone phosphate,Glycerol 3-phosphate,Decanoic acid (FA10:0),Phenol sulfate,Formimino-Glu,Acetylornithine,Arginine,Acetyl-Asp,Citrulline,Hexuronic acid; Ascorbate,Glucono-lactone,Hexosamine,7-Aminomethyl-7-carbaguanine,Hexose,Theophylline,Tyrosine,Homovanillic acid,4-Pyridoxate,3-Phosphonooxypyruvate,Phosphoserine,6-Thiourate,Acetyl-Glu,Oxalosuccinic acid,(Iso)Citrate,"5,6-Dihydroxyindole-2-carboxylic acid",Phenylacetylglycine,Caffeine,Methyl-Tyr,Hexonic acid,P-homoserine,Dodecanoic acid (FA12:0),Indolepyruvate,L-Acetylcarnitine,Tryptophan,Xanthurenic acid,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",Glucaric acid,Sedoheptulose,3-Carbamoyl-2-phenylpropionic acid,Glycerylphosphorylethanolamine,Pantothenic acid,N-Acetylgalactosamine,L-Glutamic acid 5-phosphate,Deoxyuridine,C14:0,Pentose P,Dyspropterin,6-Lactoyltetrahydropterin,Felbamate,Anserine,Palmitaldehyde,Thymidine,Cytidine,Fucose 1-phosphate,Uridine,Biotin,Cytidine,Linamarin,Pyridoxamine 5'-phosphate,Pyridoxine 5'-phosphate,S-Acetyldihydrolipoamide-E,Gamma-Glutamylcysteine,Deoxyadenosine,Deoxyinosine,5-L-Glutamyl-taurine,Palmitoleic acid,Glycerophosphocholine,Hexose-P,Adenosine,Inosine,Stearidonic acid,Alpha-Linolenic acid,C18:2,Guanosine,Xanthosine,Retinal,Vitamin A,Sedoheptulose 1-phosphate,"trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene",Androsterone,5-Aminoimidazole ribonucleotide,"9,10-Epoxyoctadecenoic acid",Sphingosine,All-trans-retinoic acid,N-Acetylgalactosamine 4-sulphate,Eicosapentaenoic acid,16a-Hydroxydehydroisoandrosterone,Arachidonic acid,"8,11,14-Eicosatrienoic acid",Glutathione,dUMP,13-L-Hydroperoxylinoleic acid,4-Hydroxyretinoic acid,Leukotriene A4,Octanoylglucuronide,"5,6-Epoxy-8,11,14-eicosatrienoic acid",CMP,UMP,N-Glycolylneuraminic acid,"2,3-Epoxyaflatoxin B1",C22:6,Famotidine,AICAR,Disaccharide,Cortexolone,AMP,Inosinic acid,S-(Formylmethyl)glutathione,PGH3,Tetrahydrocorticosterone,Prostaglandin E2,3-Methoxy-4-hydroxyphenylglycol glucuronide,Aldosterone,GMP,6-Thioinosine-5'-monophosphate,Dihydrocortisol,Tetrahydrocortisol,Tetrahydrocortisol,Orotidylic acid,Dehydroepiandrosterone sulfate,Prostaglandin G2,14-hydroxy-E4-neuroprostane,7-Dehydrodesmosterol,S-Adenosylhomocysteine,dUDP,Chenodeoxycholic acid,UDP,Cholate,LPA(0:0/16:0),dADP,(7R)-7-(5-Carboxy-5-oxopentanoyl)aminocephalosporinate,Thiamine pyrophosphate,ADP,"3 beta,7 alpha-Dihydroxy-5-cholestenoate","LPA(0:0/18:2(9Z,12Z))",LPA(0:0/18:1(9Z)),GDP,CDP-ethanolamine,Se-Adenosylselenomethionine,"3a,7a,12a-Trihydroxy-5b-cholestanoic acid",Morphine-3-glucuronide,Adenylsuccinic acid,Estriol-16-Glucuronide,Cholylglycine,Cholesterol sulfate,2-(a-Hydroxyethyl)thiamine diphosphate,LysoPC(15:0),CDP-choline,LysoPC(16:1(9Z)),Dihydroneopterin triphosphate,LysoPC(16:0),Taurochenodesoxycholic acid,Triose,ATP,LysoPC(17:0),Taurocholic acid,NPC,LysoPC(18:0),6-Mercaptopurine ribonucleoside triphosphate,C16 Cer,ADP-ribose,C18:1 Cer,dTDP-hexose,C18 Cer,UDP-hexose,Protoporphyrinogen IX,Uridine diphosphate-N-acetylglucosamine,Oxidized glutathione,Cytidine monophosphate N-acetylneuraminic acid,Oxidized glutathione,C22 Cer,CMP-N-glycoloylneuraminate,Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide],"Phosphatidylinositol-3,4,5-trisphosphate",C24:1 Cer,2-(S-Glutathionyl)acetyl glutathione,NAD (ox),NAD (ox),NADH (red),Stachyose,PA(16:0/18:1(11Z)),PE(16:1(9Z)/P-18:1(11Z)),"PA(18:0/18:2(9Z,12Z))",PE(16:0/P-18:1(11Z)),PC(15:0/P-16:0),"PE(14:0/20:3(5Z,8Z,11Z))","PE(14:0/20:2(11Z,14Z))",PC(15:0/16:1(9Z)),PC(15:0/16:0),"PE(18:3(6Z,9Z,12Z)/P-18:1(11Z))","PC(14:0/18:4(6Z,9Z,12Z,15Z))","PC(14:0/18:3(6Z,9Z,12Z))","PC(14:0/18:3(6Z,9Z,12Z))",PE(18:1(11Z)/P-18:1(11Z)),"PC(14:0/18:2(9Z,12Z))",PC(15:0/P-18:1(11Z)),PC(15:0/P-18:0),"PE(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PE(14:0/22:5(4Z,7Z,10Z,13Z,16Z))","PC(18:4(6Z,9Z,12Z,15Z)/P-16:0)","PC(15:0/18:4(6Z,9Z,12Z,15Z))","PC(15:0/18:3(6Z,9Z,12Z))","PC(15:0/18:2(9Z,12Z))","PC(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","PE(O-18:1(1Z)/20:4(5Z,8Z,11Z,14Z))","PC(14:0/20:4(5Z,8Z,11Z,14Z))",PE(20:1(11Z)/P-18:1(11Z)),"PC(14:0/20:2(11Z,14Z))","PE(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PE(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PC(15:0/20:5(5Z,8Z,11Z,14Z,17Z))","PC(15:0/20:4(5Z,8Z,11Z,14Z))","PC(15:0/20:2(11Z,14Z))","PC(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PE(22:4(7Z,10Z,13Z,16Z)/P-18:1(11Z))","PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z))","PE(22:4(7Z,10Z,13Z,16Z)/P-18:0)","PC(14:0/22:4(7Z,10Z,13Z,16Z))",FAD (ox),"PE(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",PC(18:1(9Z)/18:1(9Z)),SM(d18:0/22:1(13Z)),"PE(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PE(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PC(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z))","PC(16:0/22:4(7Z,10Z,13Z,16Z))","PC(16:0/22:4(7Z,10Z,13Z,16Z))"
011,NH24B,637,BXD84,CD,F,15907,17937,16792,14774,15652,1511,10869,1108,18831,44674,27278,48257,11822,14597,2782,8602,6196,24796,3774,51501,82481,4477,6333,73794,182146,16483,85691,8693,6357,14668,34236,5222,5738912,2569,101336,12541,4027,14169,6725,201766,57667,40791,231429,1730,131710,34085,5099,3480,3294,3871,16414,59099,5904,549621,93648,101454,31445,6328,17304,8943,3466,24009,69339,1950,12022,9837,201107,29756,3258,3379,2591,19596,13759,9659,69136,55423,34332,3550,234716,16478,96219,4479,16111,3392,6490,5050,1864488,9424,1664,184631,46911,9889,8295,4524,33042,79522,2869,34696,2667,3148,30723,3445,233116,6052,93057,5391,4612,32964,2931,10216,11308,8097,147734,59633,8290,6894,3461,111912,26316,11872,2625,2524,1017,5223,185579,20180,99211,21048,2447,7563,2192,4353,5345,19873,2247,19378,183868,13493,173212,21801,1766344,8560,171963,1433054,53548,22264,13322,13241,48616,6609,4619,8764,31363,5560,3628,26925,56499,9308,349361,36381,1477715,12059,17412,4723,6058,3310,13962,30869,88260,25621,44753,229647,13187,9394,5058219,16133,467917,73008,38509,10282,3559,13787,2835,3950,21437,5756,5661,5019,7375,13513,1294,6793,4258,3078,148278,4802,37632,25768,1282621,15267,6358,8834,4348,142411,2885,5065,11458,10481,14649,4700,6416,13727,7603,3220,12186,122141,4059,156462,6985,2728,4762,7381,325719,62656,25541,68772,7516317,4941,3347,4734,9282,7055,959,10881,2858,56604,4633,106655,525099,58651,5018,7773,4433,6468,21272,6849,31992,31992,16352,294752,8060,2856,14066,3880,2018,13005,167084,42610,16050,38002,19468,9743,9955,4676,9220,4034,2418,3521,25195,12630,479670,164506,440025,12117,40312,17852,2955,16144,22073,1179493,513002,1029377,104878,21858,225378,13030,82326,28595,10487,6540,6232,4467,16826,185773,368048,35994,11904,13307,12646,147007,14111,52670,9438,9777,94166,2838,4705
012,NH24B,637,BXD84,CD,F,14092,21763,17946,13508,13795,1698,12552,865,18133,48971,26511,49273,13157,16298,2846,7838,6724,25432,3468,54387,81678,4470,6778,74565,182755,18045,86537,7981,7229,14858,35085,5241,5864073,2202,98109,11932,4227,15010,5620,202837,65073,42579,232127,2113,133160,36703,5811,3667,3089,3713,16168,59138,5513,561004,92688,101816,31548,6707,16520,10834,2963,21241,70753,2239,11952,9809,214586,27703,2981,3735,2466,18429,13372,10365,67322,57491,34742,4277,242083,16778,68405,4713,17067,3079,5625,5014,1823469,9140,1780,188990,48348,10278,7671,4457,32537,80570,3007,32694,2864,2952,30274,3392,230175,5185,87945,6428,3979,30890,2266,10128,12818,8290,149810,62188,8183,7205,3246,105797,27611,11455,2539,2142,1157,7022,186598,19454,101856,21299,1773,6810,2527,5734,4547,20046,2638,18738,169470,14234,175706,22317,1805301,8945,162743,1377495,53481,20970,13524,12902,47512,6776,3905,8824,31595,5205,5146,27716,50011,8604,340220,38189,1412636,12055,17329,4715,5444,3077,12673,30832,86810,27562,46830,227356,14610,10569,5154077,14647,472033,69953,37139,10030,3170,15068,2828,3808,23096,5697,5105,4596,7033,14284,1799,6376,4430,3529,150214,5753,35568,25962,1291913,16242,5592,8243,4667,146344,3586,5162,10846,11219,15539,4422,6676,14156,7315,3201,12320,132479,4730,161829,6976,2307,5006,7027,318838,65882,27684,72763,7428414,4626,4072,4723,11075,7473,946,10786,2481,57804,4870,108124,553839,60483,5231,7716,4577,6325,22269,7022,31242,31242,16536,310090,8656,3912,15733,3578,1900,13892,173754,45545,15908,40314,29015,11756,11756,4942,11085,3877,2293,3538,28157,14204,494919,170683,450701,14045,42299,18125,3431,14406,22286,1251945,537544,1067296,107565,25303,238480,14243,90434,30595,10783,7195,6744,4331,18887,197708,392231,37047,13800,12706,11662,158601,13491,57549,11043,11883,102287,2800,4746
013,NH24A,229,BXD102,CD,F,15736,15246,17893,13109,10975,1467,8643,345,12983,66286,24653,29239,15313,11009,2410,4698,8367,24352,2040,38135,52950,3645,2306,83019,188772,17605,195172,8094,9551,16672,19596,5694,6595648,2698,114588,16414,4285,3958,4658,256318,29204,36312,167139,1794,97777,42024,5087,3556,3006,4481,15447,18150,11863,860896,90940,107578,27705,6101,6385,7511,2776,28225,156482,1987,5063,5685,189062,30323,2610,2640,2304,4357,9772,10918,86404,35190,123104,4557,385184,20768,85408,3877,5781,2921,3469,1913,952345,8916,1712,209409,68650,12077,6921,8681,31010,35804,2105,36531,2783,4473,11706,2713,217358,4739,225314,7851,5746,42237,2146,9231,16447,4692,98476,44761,9555,3658,3315,141069,44137,2038,2681,1615,705,3049,127715,9858,119531,17050,2189,5481,1524,4575,4885,1394,3279,6545,192276,12543,214705,19384,687934,9864,175453,942858,29263,70347,13085,10194,40364,7893,1740,9588,17005,3319,4315,27786,117671,4034,143094,18919,868339,9820,12744,3640,4068,3240,98875,17975,116549,12332,42604,101899,12703,11404,12464246,3304,688937,90992,19991,8467,4182,10379,7390,3154,24063,4830,3470,4231,8932,10032,1618,6124,2401,2508,101831,4933,9733,8679,154148,9843,7040,1671,8005,56367,3301,4501,6238,4398,17013,7045,6010,21881,12201,2838,6591,75583,92358,70836,10967,2112,3531,4121,519402,20733,6060,41816,7675017,3502,2320,3761,6901,13339,809,6854,1623,37889,3471,64026,557941,59679,2852,4495,4351,8191,10210,5649,26086,26086,12558,31363,5335,3414,11889,2250,1609,15951,125101,29438,10541,27956,10276,8242,9715,3693,7415,2814,1794,4022,39071,6934,279455,182697,379825,9072,25844,11773,2230,13376,28286,803187,440472,735038,106459,16833,172557,10753,45827,21004,5334,7241,5790,2472,25533,212198,314705,30473,11408,12151,11491,85316,13175,44557,8418,9032,53306,2319,4024
014,NH24A,229,BXD102,CD,F,17811,17985,18892,13045,9897,1277,6897,734,14549,70240,27270,27556,16289,10118,2736,4190,8516,23615,1864,41813,48034,3724,2256,83595,191445,17554,198060,8912,8520,15656,20842,5614,6657654,2738,115709,16389,4278,3125,5296,259221,30932,34424,163939,1621,97184,40103,4168,4121,4216,3477,16536,18490,10779,880319,93710,101645,29635,6348,6831,6409,2149,26080,161483,2069,4987,6338,196574,33118,2782,3360,2758,4916,9165,11675,90297,32469,122495,3584,386523,20501,80490,3853,6402,3191,3074,3465,939541,9869,1730,216796,70639,11158,7304,8948,34575,35728,1821,35052,2788,5215,12804,2571,214531,4513,210825,7774,6390,42028,1799,9838,17757,4676,103526,44457,8215,4466,3197,132502,45026,2742,2363,1942,1049,3351,133994,9103,119430,17528,2297,5203,1815,4986,4002,1620,3126,6682,175954,12194,213749,18234,691403,9781,163565,877213,29329,69612,11597,10060,40283,8635,1587,10135,16051,2655,4262,25293,106822,3704,128401,16850,861378,9435,12274,2950,4022,2982,91118,17939,110556,11253,40357,96215,12643,12439,12462448,2796,673884,87873,18424,7509,4087,10798,7201,3194,22879,4987,3154,4342,9049,9679,1445,6413,2633,2655,102454,4825,8427,9954,151489,8864,6792,1466,7966,57297,2916,3385,6185,4775,16476,7543,5732,21981,11775,2423,6790,75291,93984,68145,10831,2028,3221,3474,486828,19544,6583,41520,7414012,3754,2244,3432,6748,13319,658,6939,1818,39468,3560,60860,544081,59999,3190,4259,3163,8261,10103,5650,26245,26245,11776,32173,5838,2676,13127,3236,1783,15749,123275,26552,10032,26646,8658,8320,9479,3516,7308,2368,1798,4106,39511,6783,280240,184301,378644,8721,25686,12217,2300,13058,30796,825679,449066,734290,107900,17694,179380,11023,46830,22767,5176,7494,6274,2855,26808,215881,324202,29423,11937,12482,11936,86516,14063,45549,8899,9571,53575,2190,3724
015,NH24A,231,BXD102,CD,F,19017,28387,21194,11431,9986,3051,8761,333,8764,57976,28802,32375,18793,13645,3568,4750,7040,26973,1834,18317,58671,4616,3461,45271,167858,11652,198020,6562,16926,14300,16636,5251,9432588,2499,106590,21215,4270,5391,4736,121642,24254,51016,199767,1170,123461,42260,4687,3703,3028,6307,11797,14899,15755,561658,83880,118499,35937,4183,5845,8877,4435,20643,112471,2093,10738,6414,166197,23937,1895,3100,1977,3333,5688,11516,54110,49742,216525,5261,406830,14290,49958,3366,6902,2310,2800,2661,1017063,7443,1853,236297,42045,8386,4897,10598,31286,101646,2588,47450,4031,8129,11675,3216,230694,3280,133812,4998,3097,27256,4026,14518,12168,5370,165428,70417,15918,7673,3360,130304,34387,4128,2899,2943,1267,3207,175191,8707,110987,20335,2847,6947,1467,4819,5262,2429,3205,4458,255748,10312,264155,24430,418357,23041,298614,1709033,34865,32204,14784,15772,61615,11710,1445,13766,111497,5375,6753,35069,100829,7731,193404,21247,664767,8518,32827,7834,15355,4962,133212,15862,218894,15277,60859,150465,14008,8626,9360732,12565,1217683,109955,9956,14746,8002,18109,5588,4382,36718,3344,7198,12404,19428,8976,2137,11036,10294,8298,67711,5869,3112,10325,28365,21166,10303,1521,5055,64257,4502,7148,13945,4087,29809,5439,7535,19418,8931,10899,8716,548008,5675,175852,9624,3436,4091,8431,578193,12350,6274,97677,7981358,5928,4878,4406,17282,4270,1132,7117,3753,37117,3940,57464,688072,71009,5385,4450,2890,6503,33245,2605,39852,40054,23080,15663,12591,7039,34697,5590,2393,51842,676542,93246,26322,93027,20669,23187,25063,10055,22973,6415,3451,7285,86087,21376,965503,546322,1394532,20582,88294,36192,3908,39669,63706,3153886,1358604,2646180,280665,47047,420853,24039,103903,48363,4961,14998,14199,5039,49848,642452,1090081,54631,18768,27515,23502,290213,21332,65642,17870,17931,147891,2726,4667
016,NH24A,231,BXD102,CD,F,19870,30669,21392,13419,9322,2420,7904,443,9674,63273,29341,33752,19496,13190,3859,4228,6377,26187,2030,17544,55517,4564,3711,47602,162144,12456,195649,7956,18060,15309,16118,5478,9405564,2812,110404,22467,4300,5249,3947,125833,28563,51501,197336,1534,124122,41042,4694,3426,3283,6741,11115,14977,15786,559268,80654,125517,37750,3415,7234,7989,4140,19010,116604,2117,11216,5793,167119,22221,1727,2859,2521,3505,6527,12919,56817,46670,214338,4521,411801,14206,44427,3795,6944,2350,3043,2301,982239,7361,1911,229482,42565,8504,4767,11475,28936,100337,2355,43895,3492,7654,12145,2924,236370,3182,137611,4128,3385,26046,4282,13551,13269,5868,170616,71846,16789,7841,3068,126835,36187,3582,2160,3325,1229,2924,177118,8468,111455,19506,3171,6564,1891,4513,4221,2961,3223,4892,253485,10152,269736,23816,413669,24578,296064,1687003,35916,31563,15165,15724,60183,11622,1213,13050,108891,4588,5836,35260,100615,8316,193987,23001,671757,10248,35481,7244,14318,5517,135462,14374,219924,15212,58937,152215,14554,8677,9489147,12922,1197800,111566,10516,14162,7802,19254,4902,5340,36166,4209,8026,11910,21120,9933,1992,10621,10680,7442,67845,6114,3081,10020,26904,22182,11064,1338,5485,67549,4650,7793,14021,4426,29347,4790,7103,20091,9483,10290,9370,569944,5330,179346,10349,3486,4121,9119,591236,11947,6888,92823,8118250,5459,4719,3849,17757,3935,1483,7262,3724,38779,3471,60681,704451,74155,6027,4181,2718,6358,35178,3431,38284,39161,23124,14416,12418,7355,36536,5357,2555,49859,700963,96506,26884,94396,19600,23424,26073,9179,23365,6601,3314,7339,91311,23830,998813,570794,1433017,21357,92979,37673,4346,38867,64278,3318545,1409100,2762532,292834,46646,417160,25583,105223,49893,5548,14612,15233,5279,49771,658013,1101319,55110,19597,28261,23253,293612,21042,65939,17532,17808,147088,2239,4914
017,NH24A,Blank,NA,NA,NA,3134,1573,2701,3326,1125,301,1439,528,1674,1798,22465,5495,2459,1160,1151,5308,2417,4393,1270,6096,6247,4127,447,12549,19191,2488,56352,8206,6058,18849,4627,5338,594703,2012,20892,3603,4727,1167,941,35970,9644,4925,22555,1601,13537,30464,3033,2734,4037,4532,23803,2192,1708,44922,121087,12584,14227,1164,1315,4645,4267,6034,8676,980,1333,3126,17502,2261,1264,1776,993,2663,1027,3831,11180,8071,11217,1827,33747,23185,24762,779,1347,1922,1996,808,67418,4090,766,26315,11706,3952,1251,4634,1364,5755,503,10675,651,850,2677,2308,13765,839,30971,1448,756,7679,907,3493,2869,1398,7875,3210,2845,1564,1040,53880,3870,1030,1595,1068,959,2378,15204,3628,9990,3569,943,1139,581,3130,1198,630,491,1283,54018,956,28353,3143,40042,2930,31582,181819,3732,3386,7841,1678,5032,888,521,379,7717,1233,2623,11209,13793,1962,33088,4119,53038,6621,3049,964,1697,2910,6571,3449,17477,2222,10334,22267,1353,1455,750774,2218,79179,10790,1407,1591,2196,6443,807,802,5138,1192,1134,1070,1270,1595,431,905,1242,2038,7776,1580,1966,4699,12781,2768,1943,363,659,13728,2927,1400,1295,1368,3641,1288,3219,1064,950,1037,1452,16893,4489,17001,1849,2063,2860,1194,26136,2621,3014,9150,341121,556,660,1917,654,1081,141,1105,1091,4379,1049,7164,62981,7404,281,834,396,1087,881,471,3434,2542,1618,5591,951,572,1721,1233,805,1623,17790,6411,1917,3318,1174,1176,1245,1034,1146,1082,515,322,2585,600,24913,14392,37772,941,4471,1384,696,1241,2333,66791,32852,66575,10505,2721,38167,1777,12892,2310,755,839,687,1298,1624,17159,29473,3656,2889,1939,3865,14352,1774,2802,1293,1417,9445,4711,3136
018,NH24A,Blank,NA,NA,NA,2613,789,1875,2114,878,333,894,100,861,1630,20755,3391,2433,941,1219,5197,1232,3312,995,3684,3852,4302,561,10245,12617,1854,46129,8892,4743,19469,4160,6241,343220,1620,16019,2936,5263,1001,701,26289,8544,4546,15852,1480,9094,27891,3574,2623,4570,4569,23441,1604,1080,28037,121409,8328,12117,880,881,3286,4236,5192,4438,917,646,2292,18811,1866,1446,1604,1954,2844,780,2801,7931,5856,6909,1167,21854,22913,12931,1038,1041,1763,1492,586,32185,3685,1028,19836,8712,3431,1144,4167,770,3166,543,10875,674,782,2143,2354,7940,476,22851,1231,459,5881,551,3343,2433,957,5405,1757,2317,1054,814,43732,2511,842,1195,936,907,2317,9406,2669,5806,3147,701,1425,788,2322,1424,424,645,1111,33189,834,21417,2301,16382,1857,15422,79658,2334,1898,5901,980,2682,949,236,397,4879,545,1866,11716,7199,1630,16861,2556,26896,7009,2380,739,1093,2286,3793,3155,13084,1556,8541,11309,1093,1159,375359,1268,47269,5642,1106,1389,1409,5081,699,876,4149,1175,707,817,1082,1249,315,756,720,1673,5140,1155,1425,2963,6724,2034,1834,464,446,11014,2572,518,610,1285,2341,682,2268,704,637,686,1093,11149,1378,6109,1305,1267,1137,996,11717,1534,2829,3387,117415,460,494,2103,586,404,135,806,573,1897,722,3309,32949,4681,322,456,231,929,630,353,1966,1620,1147,1932,665,431,1091,857,347,1293,13691,5264,1624,2107,948,736,884,850,620,888,279,274,2185,626,19449,11254,30741,582,3335,1167,528,1134,1596,56723,25814,54108,9560,2797,29351,1132,9002,1654,278,716,708,1125,1380,13820,22756,2000,2051,1805,1627,11090,1350,1820,1321,1409,7779,4324,2909
019,NH24B,691,C57BL/6J,?,F,13818,12237,11272,9120,8932,1918,9632,756,11311,22770,23937,49527,33910,5816,3089,4246,6485,44497,1836,30962,45693,5250,3434,51002,143668,11083,30475,7205,7518,15415,19276,6429,8209805,15242,134796,27619,4704,4927,5995,175710,42714,33666,58324,3589,121059,62727,4984,5066,3239,4782,14273,10874,36766,514918,90702,201627,50760,10453,3619,8246,2866,11974,208028,2712,7501,3640,130557,19741,2455,3852,3467,5804,166877,15693,63976,64106,130068,2772,90900,20829,57835,2640,5942,2503,6247,4659,1344675,10893,10168,130646,43268,6207,60388,4082,48427,56361,3115,44713,2409,4566,24293,3192,406861,49002,188348,5474,2814,37897,2899,16231,16460,2725,80256,55098,10083,4838,4166,215072,13559,21612,3422,2621,901,5874,179441,10441,196680,24034,2849,3124,1523,7053,5042,1840,3280,6372,947923,12164,27688,49338,517766,55299,452428,3008537,148724,21702,12760,10036,7617,21448,1868,6156,78239,3467,4856,21199,108191,9704,494007,25001,374669,9246,33810,7297,9747,4511,23349,13669,165314,30996,31290,411750,8342,50243,11721339,16280,1117491,101744,13677,8960,9989,12707,4809,4018,74385,4671,8946,8297,11028,6866,6159,7942,8930,3886,72639,5930,16611,5654,228221,14460,12003,1528,15582,38143,3956,5427,11551,4215,33853,5934,17279,20786,13767,4255,14752,99310,7339,163635,12314,2647,3091,6797,708190,11343,4404,86737,12584587,8718,2799,3137,17094,173372,1303,6070,4119,23752,3552,41372,290437,34885,3176,5816,2758,8746,17372,3310,17130,19110,7720,4207,7906,2866,14725,2818,1645,17001,134215,31022,15212,29978,7640,9067,10536,4299,7354,3547,2186,3066,19374,24994,207979,155324,461415,7701,27545,10157,2550,13519,23121,875531,247769,743585,124315,19894,211080,9649,67070,18881,8542,4742,5242,2107,16267,206563,472365,27212,8809,9454,8656,91613,8872,33600,9890,10068,49179,2261,3685
020,NH24B,691,C57BL/6J,?,F,14546,12564,11449,10522,9291,1724,9978,365,11278,22455,22645,50322,34274,6486,2883,4354,5692,44920,1794,31067,47266,4988,4085,52295,145890,11392,30425,8936,6257,14502,19127,5697,8241618,14620,141611,27888,4655,4740,5646,177901,46299,35648,57683,3391,120963,67052,5401,5261,3834,5758,12930,11109,36028,501196,94959,198751,54931,9572,3665,8339,3492,11881,209501,3376,7646,4808,130788,20368,2346,4058,3998,5537,174637,15496,65970,66052,131949,3073,94139,19783,58205,2135,7847,2950,6445,4980,1382194,9723,10091,129132,44295,6411,58833,5248,50043,55127,3024,44935,2158,4860,23838,3428,416852,51007,185076,5367,2852,37995,2180,13837,15466,2920,80990,53718,9949,4955,4052,212418,14458,23958,2915,2407,992,5961,180242,10605,201869,23707,3655,3572,1977,7110,4517,1688,2615,5760,910212,10776,28539,46213,526859,53055,426418,2827057,151867,22435,13556,10440,8839,23450,2047,6926,74464,2938,5702,20836,103439,10210,464717,23975,382287,9904,33196,6591,10193,3962,22852,14562,170544,30063,31678,395346,8025,50953,11801263,15042,1158703,104115,12174,9626,11068,12223,5022,3698,74660,4533,7185,7914,11124,6366,5373,8418,7932,3531,71358,6679,17289,5295,227802,13707,11950,1326,14811,39286,3933,5555,12040,4138,34185,6374,16280,18146,15108,4661,14071,95504,6881,162454,12428,2717,3200,6298,710167,11787,4643,83559,12582197,8326,3519,3270,18028,175316,1516,5607,3400,24782,2842,42072,294939,35956,2740,6117,2633,9123,16288,3894,16686,18529,7990,4211,7085,2897,14051,2752,1390,17792,122495,30140,16062,26412,7642,8795,10814,4168,7163,2622,1879,3387,19605,27489,205001,154285,449417,7468,27374,9336,2244,13996,22252,849109,244757,725695,121959,18933,208335,9947,66637,18110,7964,4999,5994,2568,16037,193047,455180,29099,9134,10379,9734,85292,8910,33325,9180,9719,49532,2544,2997
